,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,REG_FEE,COMMIS,SALES_PRICE,Year Sale,Year Build,SALES_PRICE_LAKHS
6598,KK Nagar,2335,2009-02-18,142,4,2,6,Abnormal,Yes,1993-02-22,Commercial,No Sewage,Gravel,RH,750333,356408,18758320,2009,1993,18.76
6599,Anna Nagar,1946,2011-01-27,90,2,1,5,partial,Yes,1975-05-02,Others,ELO,No Access,RM,378470,247461,14556550,2011,1975,14.56
6600,Anna Nagar,1554,2007-10-07,190,1,1,4,Adj Land,No,2002-11-07,House,No Sewage,Gravel,RM,399703,103149,12893650,2007,2002,12.89
6601,Chrompet,1039,2007-12-03,39,1,1,3,Family,No,1986-03-17,Others,ELO,No Access,RH,198525,51469,7352780,2007,1986,7.35
6602,KK Nagar,1703,2008-11-09,104,2,1,4,Adj Land,Yes,1998-09-14,Commercial,All Pub,Paved,RM,505021,342111,16291000,2008,1998,16.29
6603,Chrompet,883,2012-03-13,196,1,1,3,Adj Land,No,1995-03-18,House,No Sewage,Paved,RL,263187,31901,7975350,2012,1995,7.98
6604,Chrompet,1226,2007-07-03,91,2,1,4,Abnormal,Yes,1967-03-17,House,No Sewage,No Access,RM,325538,138107,9864800,2007,1967,9.86
6605,Anna Nagar,1867,2008-08-15,14,2,1,5,partial,No,1967-08-26,House,No Sewage,Gravel,RH,363107,93705,11713120,2008,1967,11.71
6606,T Nagar,1950,2010-01-07,130,2,1,5,partial,No,1966-12-07,Others,ELO,Paved,RH,331637,89287,12755280,2010,1966,12.76
6607,Chrompet,1062,2010-05-06,105,1,1,3,Adj Land,Yes,2002-07-06,Others,All Pub,No Access,RL,269653,129833,9987140,2010,2002,9.99
6608,Chrompet,870,2014-06-28,131,1,1,3,partial,Yes,1993-03-07,Others,ELO,Gravel,RL,266761,101185,9198650,2014,1993,9.2
6609,Chrompet,1032,2008-09-29,33,1,1,3,Family,Yes,2004-09-30,Others,ELO,Paved,RM,315433,73601,10514440,2008,2004,10.51
6610,Adyar,1015,2010-09-08,69,1,1,3,Abnormal,Yes,2000-11-08,Commercial,All Pub,Gravel,A,398972,84630,12090050,2010,2000,12.09
6611,KK Nagar,2289,2011-11-11,195,4,2,6,Normal Sale,No,2002-11-13,Others,No Sewage,Paved,RM,609344,233366,12964760,2011,2002,12.96
6612,Adyar,785,2011-03-22,109,1,1,2,partial,Yes,1987-03-28,Commercial,No Sewage,No Access,C,275570,115562,8889360,2011,1987,8.89
6613,Adyar,878,2011-03-12,181,1,1,3,Family,No,1979-11-12,House,ELO,Paved,RM,320462,82170,8216980,2011,1979,8.22
6614,T Nagar,1884,2015-01-01,99,2,1,5,Abnormal,Yes,1996-06-01,Others,No Sewage,Gravel,RH,593790,178137,14844750,2015,1996,14.84
6615,Adyar,852,2010-08-30,55,1,1,3,partial,Yes,1992-03-09,Commercial,ELO,Gravel,C,415123,106442,10644170,2010,1992,10.64
6616,Karapakkam,1155,2012-01-02,97,1,1,3,partial,Yes,1999-04-02,Others,All Pub,Paved,I,240153,58219,7277375,2012,1999,7.28
6617,Anna Nagar,1650,2014-02-20,159,1,1,4,Abnormal,No,1995-02-25,Others,ELO,Paved,RH,392031,95038,11879730,2014,1995,11.88
6618,Velachery,1831,2006-01-13,64,3,2,5,partial,Yes,1979-01-20,House,ELO,Gravel,RL,423120,119342,10849240,2006,1979,10.85
6619,T Nagar,1509,2009-08-24,111,1,1,4,Adj Land,No,1986-08-30,House,All Pub,No Access,RH,273106,63024,10504060,2009,1986,10.5
6620,Karapakkam,1389,2011-02-06,17,2,2,4,Adj Land,Yes,1981-09-06,Commercial,ELO,No Access,RH,505517,274738,10989500,2011,1981,10.99
6621,Chrompet,1149,2011-04-13,36,1,1,3,partial,No,1981-04-20,House,ELO,Gravel,RM,257116,101010,9182700,2011,1981,9.18
6622,KK Nagar,1402,2010-11-17,70,2,1,4,Adj Land,Yes,1984-11-23,House,All Pub,Gravel,RM,394564,263043,10960120,2010,1984,10.96
6623,Anna Nagar,1781,2013-07-25,0,1,1,4,Adj Land,No,1988-07-31,House,No Sewage,Gravel,RL,492799,181558,12968400,2013,1988,12.97
6624,KK Nagar,1632,2010-07-03,152,2,1,4,partial,No,2004-08-03,Others,No Sewage,Paved,RH,303869,128914,9208160,2010,2004,9.21
6625,T Nagar,1604,2008-12-25,68,1,1,4,partial,No,1996-12-28,Commercial,No Sewage,Paved,RL,597184,126675,18096490,2008,1996,18.1
6626,Chrompet,1220,2014-09-06,114,2,1,4,partial,Yes,1995-06-14,House,No Sewage,No Access,RL,229781,55148,9191250,2014,1995,9.19
6627,Anna Nagar,1616,2013-08-26,76,1,1,4,Adj Land,Yes,2004-08-28,Others,No Sewage,Paved,RM,484216,132059,14673210,2013,2004,14.67
6628,Chrompet,1015,2009-05-16,25,1,1,3,Normal Sale,No,1998-05-19,House,No Sewage,No Access,RM,235039,142702,8394250,2009,1998,8.39
6629,Velachery,1769,2008-08-03,50,2,1,4,Abnormal,Yes,2001-10-03,House,ELO,Gravel,A,341756,143897,8993590,2008,2001,8.99
6630,Chrompet,1264,2008-09-03,44,2,1,4,Adj Land,Yes,2001-11-03,House,No Sewage,No Access,RH,302485,160695,9452650,2008,2001,9.45
6631,Velachery,1941,2005-01-20,85,3,2,5,Abnormal,Yes,1997-01-22,House,ELO,No Access,RH,343222,90853,10094760,2005,1997,10.09
6632,Chrompet,1269,2008-10-12,0,2,1,4,Family,No,1969-12-20,Others,All Pub,No Access,RH,267212,116905,8350380,2008,1969,8.35
6633,Karapakkam,1650,2010-09-22,110,2,2,4,partial,Yes,1991-09-27,Others,All Pub,Gravel,I,371520,213624,9288000,2010,1991,9.29
6634,T Nagar,1639,2009-10-07,140,1,1,4,Family,Yes,1969-07-20,Others,No Sewage,Gravel,RL,546721,150348,13668020,2009,1969,13.67
6635,Velachery,1939,2004-12-05,196,3,2,5,Family,No,1988-05-16,Commercial,All Pub,No Access,I,533256,201772,14412320,2004,1988,14.41
6636,Velachery,1908,2004-11-24,144,3,2,5,partial,Yes,1964-04-12,Commercial,No Sewage,No Access,RM,583999,275777,16222200,2004,1964,16.22
6637,Chrompet,1142,2007-07-01,131,1,1,3,Abnormal,Yes,1999-09-01,Others,No Sewage,Gravel,RM,338069,128233,11657540,2007,1999,11.66
6638,Chrompet,949,2008-04-04,163,1,1,3,Normal Sale,Yes,1979-12-04,Others,ELO,Paved,RH,278681,92894,8444880,2008,1979,8.44
6639,Chrompet,787,2009-09-08,57,1,1,2,Adj Land,No,1986-08-15,Commercial,All Pub,No Access,RL,260771,30089,10029650,2009,1986,10.03
6640,Karapakkam,1316,2011-03-09,183,1,1,3,Family,Yes,1979-11-09,Commercial,ELO,Paved,A,300696,106128,8844000,2011,1979,8.84
6641,KK Nagar,2060,2009-01-04,197,3,2,5,Family,Yes,1980-08-04,Commercial,All Pub,Gravel,RM,883743,396783,18035580,2009,1980,18.04
6642,Chrompet,976,2012-03-08,44,1,1,3,partial,No,2005-05-08,Others,No Sewage,Paved,RM,254866,154740,9102370,2012,2005,9.1
6643,Karapakkam,1357,2011-11-17,34,2,2,4,Abnormal,No,1994-11-21,Commercial,No Sewage,Paved,RL,414391,235195,11199750,2011,1994,11.2
6644,KK Nagar,2428,2009-09-01,48,4,2,6,Normal Sale,No,2003-11-01,Commercial,All Pub,Gravel,RH,783633,223895,18657920,2009,2003,18.66
6645,Chrompet,1201,2007-02-08,87,2,1,4,Abnormal,No,1991-06-08,Commercial,No Sewage,Gravel,RM,468723,234362,14647600,2007,1991,14.65
6646,Velachery,1634,2005-04-19,198,2,1,4,Normal Sale,Yes,1988-04-23,House,ELO,No Access,RH,278316,179559,8977940,2005,1988,8.98
6647,Adyar,1097,2011-12-04,131,1,1,3,Adj Land,No,1992-04-16,Commercial,ELO,Gravel,I,515139,115906,12878485,2011,1992,12.88
6648,Anna Nagar,1542,2009-05-10,52,1,1,4,partial,Yes,1987-11-10,Others,No Sewage,No Access,RH,331870,80107,11443800,2009,1987,11.44
6649,Adyar,795,2011-12-01,9,1,1,2,Family,Yes,1981-01-19,Others,No Sewage,No Access,C,193854,37520,6253350,2011,1981,6.25
6650,Velachery,1656,2009-07-16,53,2,1,4,Adj Land,No,1963-07-28,Commercial,No Sewage,Paved,RH,404114,188587,13470470,2009,1963,13.47
6651,Karapakkam,1173,2012-08-01,143,1,1,3,partial,No,1992-01-13,Commercial,ELO,Paved,A,356818,58256,7282000,2012,1992,7.28
6652,Chrompet,999,2007-02-11,118,1,1,3,Abnormal,Yes,1976-09-11,Commercial,No Sewage,No Access,RH,287166,126353,11486650,2007,1976,11.49
6653,Chrompet,1002,2009-05-29,132,1,1,3,Adj Land,Yes,1983-05-06,Others,No Sewage,Paved,RH,269568,102250,9295440,2009,1983,9.3
6654,Velachery,1873,2008-10-03,178,3,2,5,Abnormal,Yes,1969-03-20,House,All Pub,Gravel,RL,353261,91164,11395530,2008,1969,11.4
6655,Karapakkam,670,2011-11-27,198,1,1,2,Adj Land,No,1988-02-12,Commercial,No Sewage,Gravel,A,193741,91172,5698250,2011,1988,5.7
6656,KK Nagar,1355,2009-12-20,58,2,1,4,Family,No,1987-12-26,Commercial,No Sewage,Gravel,RM,571887,116977,12997440,2009,1987,13.0
6657,KK Nagar,1942,2010-08-02,182,3,2,5,Normal Sale,Yes,1988-02-14,Commercial,All Pub,Gravel,RH,757649,131765,16470640,2010,1988,16.47
6658,KK Nagar,2225,2008-03-24,65,4,2,6,partial,No,2001-03-26,House,No Sewage,Paved,RH,371201,82489,10311140,2008,2001,10.31
6659,KK Nagar,1540,2011-12-04,24,2,1,4,Abnormal,No,2002-04-14,House,All Pub,Paved,RH,272678,93733,8521180,2011,2002,8.52
6660,Anna Nagar,1677,2012-08-13,119,1,1,4,partial,Yes,2007-08-15,House,No Sewage,No Access,RH,363866,90966,11370800,2012,2007,11.37
6661,KK Nagar,2453,2010-02-17,165,4,2,6,Family,Yes,2004-02-19,Others,All Pub,Paved,RL,499204,318936,13866780,2010,2004,13.87
6662,Adyar,1248,2011-08-26,157,2,2,4,Normal Sale,No,1984-01-09,Others,All Pub,Paved,RM,342587,22102,11051205,2011,1984,11.05
6663,Chrompet,1290,2013-05-11,168,2,1,4,partial,No,2004-07-11,Others,No Sewage,Paved,RH,255124,75592,9449050,2013,2004,9.45
6664,Adyar,854,2010-01-26,54,1,1,3,Normal Sale,Yes,1976-04-02,Commercial,No Sewage,Gravel,RH,441832,71648,11941410,2010,1976,11.94
6665,Karapakkam,1080,2010-02-09,48,1,1,3,partial,No,1995-06-09,House,All Pub,No Access,RH,191771,92980,5811250,2010,1995,5.81
6666,Chrompet,704,2009-01-18,43,1,1,2,Abnormal,No,1994-01-22,House,All Pub,Gravel,RM,213446,57466,8209450,2009,1994,8.21
6667,Karapakkam,525,2011-06-13,21,1,1,2,Adj Land,No,2003-06-15,Others,No Sewage,No Access,A,114011,52383,3081375,2011,2003,3.08
6668,Velachery,1837,2005-04-22,20,3,2,5,Adj Land,No,1993-04-25,House,No Sewage,No Access,RM,398051,122477,10206440,2005,1993,10.21
6669,KK Nagar,2284,2010-11-06,114,4,2,6,partial,No,1996-06-14,Commercial,No Sewage,Gravel,RM,752460,183527,18352680,2010,1996,18.35
6670,Chrompet,876,2007-09-03,43,1,1,3,Normal Sale,No,1983-03-15,House,ELO,No Access,RM,231967,119725,7482800,2007,1983,7.48
6671,Chrompet,813,2008-09-29,107,1,1,3,partial,Yes,1977-07-10,Commercial,No Sewage,Paved,RH,336386,73584,10512050,2008,1977,10.51
6672,Karapakkam,1246,2009-09-29,83,1,1,3,Normal Sale,Yes,1979-07-10,Commercial,No Sewage,No Access,A,251178,170153,8102500,2009,1979,8.1
6673,KK Nagar,1410,2010-09-23,19,2,1,4,Normal Sale,Yes,1984-09-29,House,No Sewage,Gravel,RL,353611,88403,9822520,2010,1984,9.82
6674,T Nagar,1962,2013-04-12,164,2,1,5,Adj Land,No,1970-12-15,Others,No Sewage,Paved,RL,474046,215475,14365020,2013,1970,14.37
6675,Anna Nagar,1710,2009-11-13,59,1,1,4,partial,No,1989-11-18,House,ELO,No Access,RL,301591,75398,10771100,2009,1989,10.77
6676,Chrompet,867,2007-02-25,139,1,1,3,Normal Sale,No,1987-02-03,Commercial,No Sewage,No Access,RM,285849,32983,10994200,2007,1987,10.99
6677,Velachery,1727,2011-04-09,14,2,1,4,Abnormal,Yes,1975-09-13,Commercial,All Pub,Paved,RL,513631,295727,15564570,2011,1975,15.56
6678,Karapakkam,1101,2009-06-10,99,1,1,3,Family,No,2003-08-10,House,ELO,No Access,A,138180,55272,3948000,2009,2003,3.95
6679,Anna Nagar,1721,2006-10-18,171,1,1,4,Abnormal,No,1975-10-26,Others,ELO,No Access,RH,373817,90622,11327800,2006,1975,11.33
6680,Anna Nagar,1623,2008-12-21,183,1,1,4,Adj Land,Yes,1979-12-29,House,All Pub,No Access,RM,323228,116362,12929130,2008,1979,12.93
6681,Anna Nagar,1684,2013-09-21,5,1,1,4,Adj Land,Yes,1971-02-10,House,No Sewage,Paved,RL,416027,100855,12606890,2013,1971,12.61
6682,Anna Nagar,1671,2011-12-27,20,1,1,4,Family,Yes,1997-12-30,Commercial,No Sewage,No Access,RH,538489,167117,18568580,2011,1997,18.57
6683,Chrompet,1279,2007-06-21,56,2,1,4,Family,Yes,1969-06-30,Others,ELO,No Access,RH,298027,27940,9313330,2007,1969,9.31
6684,KK Nagar,1737,2010-03-29,173,2,1,4,Adj Land,No,1991-03-04,Commercial,No Sewage,Paved,RM,670850,137219,15246580,2010,1991,15.25
6685,Anna Nagar,1719,2012-11-27,62,1,1,4,Adj Land,No,1981-05-12,Commercial,No Sewage,Gravel,RH,668856,229322,19110170,2012,1981,19.11
6686,Velachery,1543,2006-09-28,42,2,1,4,Abnormal,Yes,1963-09-10,Others,ELO,Paved,C,284890,117308,8379110,2006,1963,8.38
6687,KK Nagar,1650,2011-06-04,72,2,1,4,Adj Land,No,2003-08-04,Commercial,No Sewage,Gravel,RL,537018,268509,14917160,2011,2003,14.92
6688,KK Nagar,2454,2008-10-10,184,4,2,6,Abnormal,Yes,1988-10-15,Commercial,No Sewage,Gravel,RL,852466,475795,19824800,2008,1988,19.82
6689,Velachery,1631,2005-08-19,26,2,1,4,partial,No,1993-08-22,Commercial,ELO,Paved,I,471628,203947,12746690,2005,1993,12.75
6690,Anna Nagar,1823,2011-08-29,94,2,1,5,Normal Sale,No,2003-08-31,Others,All Pub,Gravel,RM,409894,273263,15181250,2011,2003,15.18
6691,KK Nagar,1879,2011-06-11,45,3,2,5,Abnormal,No,1995-10-11,Others,All Pub,Paved,RM,515012,137336,11444700,2011,1995,11.44
6692,Chrompet,862,2011-11-10,124,1,1,3,partial,No,1991-10-16,House,ELO,No Access,RM,208353,86215,7184600,2011,1991,7.18
6693,Chrompet,1197,2009-01-23,29,1,1,3,Family,No,1981-01-30,House,ELO,No Access,RM,260902,109411,8416200,2009,1981,8.42
6694,Karapakkam,1187,2012-01-16,60,1,1,3,Family,Yes,1984-01-23,Commercial,No Sewage,Gravel,RM,532532,302575,12103000,2012,1984,12.1
6695,Karapakkam,1409,2011-05-24,116,2,2,4,Normal Sale,Yes,1996-05-27,Others,ELO,Gravel,RH,409470,130286,9306125,2011,1996,9.31
6696,Velachery,1696,2009-09-24,110,2,1,4,Normal Sale,No,1964-05-10,Others,No Sewage,No Access,RL,303588,133936,8929050,2009,1964,8.93
6697,Karapakkam,1075,2011-06-23,46,1,1,3,Abnormal,No,2005-06-24,Commercial,No Sewage,Paved,RM,474191,257713,10308500,2011,2005,10.31
6698,Chrompet,1113,2010-08-26,160,1,1,3,Adj Land,Yes,1997-08-29,Commercial,No Sewage,Gravel,RH,436410,183011,14077750,2010,1997,14.08
6699,Adyar,1027,2008-04-10,14,1,1,3,Abnormal,Yes,2000-06-10,Commercial,All Pub,No Access,A,352257,99072,11008020,2008,2000,11.01
6700,Chrompet,777,2012-02-02,59,1,1,2,Family,No,1998-05-02,Others,No Sewage,Gravel,RH,242483,128819,7577590,2012,1998,7.58
6701,Karapakkam,1657,2012-03-25,81,2,2,4,Adj Land,No,1983-02-04,House,ELO,No Access,RH,283891,72793,7279250,2012,1983,7.28
6702,Karapakkam,1681,2010-03-07,2,2,2,4,Adj Land,Yes,1963-07-15,Others,All Pub,Gravel,A,394758,205603,8224125,2010,1963,8.22
6703,Adyar,1061,2009-12-02,75,1,1,3,Adj Land,No,1978-02-20,House,No Sewage,Gravel,RL,338795,141164,9410965,2009,1978,9.41
6704,Karapakkam,1301,2011-06-14,40,1,1,3,Normal Sale,No,1978-06-22,Others,All Pub,No Access,RH,308206,140703,6700125,2011,1978,6.7
6705,Chrompet,762,2009-03-28,133,1,1,2,Family,Yes,1990-02-04,Others,All Pub,Gravel,RL,252022,126011,9000790,2009,1990,9.0
6706,Karapakkam,1046,2011-09-02,175,1,1,3,Family,No,1966-02-20,House,No Sewage,Gravel,A,159579,57626,4432750,2011,1966,4.43
6707,KK Nagar,2423,2009-06-05,164,4,2,6,Family,Yes,1982-05-13,Commercial,All Pub,Gravel,RL,981117,451314,19622340,2009,1982,19.62
6708,Chrompet,940,2008-07-24,160,1,1,3,Abnormal,No,1974-02-08,Commercial,ELO,No Access,RL,292418,167096,10443500,2008,1974,10.44
6709,Velachery,1971,2004-07-13,150,3,2,5,Adj Land,Yes,1968-07-22,Commercial,ELO,Gravel,RM,545137,363424,18171220,2004,1968,18.17
6710,Chrompet,851,2013-02-10,7,1,1,3,Family,Yes,2005-04-10,Commercial,No Sewage,Paved,RM,326565,200963,12560200,2013,2005,12.56
6711,Velachery,1867,2010-08-14,160,3,2,5,Normal Sale,No,2000-08-16,House,All Pub,Gravel,C,320112,192067,9146050,2010,2000,9.15
6712,Anna Nagar,1858,2012-03-15,18,2,1,5,Normal Sale,Yes,1993-03-20,House,No Sewage,Paved,RL,384148,137196,13719580,2012,1993,13.72
6713,Karapakkam,1176,2010-09-16,178,1,1,3,Abnormal,No,1962-09-28,Others,All Pub,Gravel,I,271666,106016,6626000,2010,1962,6.63
6714,Adyar,1144,2011-06-28,81,1,1,3,partial,Yes,1993-02-07,House,All Pub,No Access,RH,305818,96114,8737670,2011,1993,8.74
6715,Karapakkam,719,2012-01-30,156,1,1,2,Normal Sale,No,2000-02-02,Commercial,All Pub,No Access,C,265872,121858,5539000,2012,2000,5.54
6716,KK Nagar,1308,2008-07-19,197,1,1,3,partial,Yes,1993-07-23,Commercial,No Sewage,Paved,RH,569333,213500,11861100,2008,1993,11.86
6717,Chrompet,1096,2013-01-16,179,1,1,3,Adj Land,Yes,1973-01-26,Others,No Sewage,Gravel,RH,261033,90357,10039720,2013,1973,10.04
6718,T Nagar,1881,2010-11-13,140,2,1,5,Normal Sale,Yes,1967-11-24,Commercial,ELO,Paved,RL,611255,337244,21077760,2010,1967,21.08
6719,Anna Nagar,1601,2007-05-02,142,1,1,4,Adj Land,Yes,1974-02-13,Commercial,ELO,Paved,RL,708471,134035,19147860,2007,1974,19.15
6720,Velachery,1638,2005-01-10,133,2,1,4,partial,No,1972-09-10,Commercial,All Pub,No Access,RM,534842,164567,13713910,2005,1972,13.71
6721,Karapakkam,1538,2010-10-03,119,2,2,4,partial,No,2005-11-03,House,No Sewage,Gravel,I,334969,89325,7443750,2010,2005,7.44
6722,Chrompet,724,2010-01-28,36,1,1,2,Family,No,1983-04-02,Others,ELO,Paved,RL,204007,84417,7034730,2010,1983,7.03
6723,Velachery,1692,2007-07-01,145,2,1,4,partial,No,1972-01-16,Others,ELO,Paved,RH,344772,88403,8840300,2007,1972,8.84
6724,KK Nagar,1650,2011-03-09,192,2,1,4,Adj Land,No,1993-07-09,Commercial,All Pub,Gravel,RH,627676,256776,14265360,2011,1993,14.27
6725,Karapakkam,1089,2009-01-12,160,1,1,3,partial,Yes,2003-03-12,House,ELO,Gravel,RL,253170,109707,8439000,2009,2003,8.44
6726,Velachery,1528,2010-06-18,180,2,1,4,Family,Yes,1958-01-07,House,No Sewage,Paved,RH,311169,138297,8643590,2010,1958,8.64
6727,T Nagar,1512,2009-10-02,163,1,1,4,Abnormal,Yes,1972-02-20,House,All Pub,No Access,RL,295274,204420,11356690,2009,1972,11.36
6728,KK Nagar,1790,2011-06-20,13,3,2,5,partial,No,1997-06-23,Commercial,No Sewage,Gravel,RL,584426,239764,14985280,2011,1997,14.99
6729,Adyar,711,2008-09-07,63,1,1,2,partial,Yes,1987-07-15,Commercial,All Pub,No Access,C,268634,109133,8394815,2008,1987,8.39
6730,Chrompet,1174,2012-09-03,51,1,1,3,Adj Land,No,1993-03-14,House,No Sewage,Gravel,RL,279057,125094,9622650,2012,1993,9.62
6731,Karapakkam,866,2011-12-12,111,1,1,2,Abnormal,Yes,1973-12-21,Commercial,All Pub,Paved,RM,447971,136339,9738500,2011,1973,9.74
6732,Adyar,1082,2012-03-21,64,1,1,3,Abnormal,Yes,1984-03-28,Commercial,No Sewage,Gravel,RM,502993,106696,15242220,2012,1984,15.24
6733,Karapakkam,684,2010-01-14,123,1,1,2,partial,Yes,1996-01-18,House,All Pub,Paved,A,171191,70232,4389500,2010,1996,4.39
6734,Chrompet,913,2013-01-01,59,1,1,3,partial,Yes,1974-11-01,Commercial,ELO,No Access,RM,347912,57985,11597050,2013,1974,11.6
6735,Karapakkam,624,2009-07-09,94,1,1,2,Family,Yes,1960-09-19,Others,ELO,Paved,RL,282429,67537,6139750,2009,1960,6.14
6736,Chrompet,762,2011-12-27,166,1,1,2,partial,No,1972-06-01,House,No Sewage,No Access,RM,207603,71364,6487600,2011,1972,6.49
6737,Velachery,1722,2005-01-18,155,2,1,4,Family,No,1963-01-29,Others,ELO,Paved,RL,372270,85909,9545390,2005,1963,9.55
6738,Adyar,1223,2007-04-04,88,2,2,4,Abnormal,No,1981-10-04,House,ELO,Gravel,I,267744,69095,8636890,2007,1981,8.64
6739,KK Nagar,1822,2011-10-14,62,3,2,5,partial,Yes,1985-10-20,Commercial,All Pub,Paved,RL,620229,248092,15505720,2011,1985,15.51
6740,Anna Nagar,1793,2014-06-01,146,1,1,4,partial,No,1980-01-15,Others,No Sewage,Gravel,RL,450955,212214,13263370,2014,1980,13.26
6741,Velachery,1742,2008-07-30,147,2,1,4,partial,No,1966-10-08,Commercial,No Sewage,Gravel,C,487709,231020,12834440,2008,1966,12.83
6742,KK Nagar,1990,2010-08-12,192,3,2,5,Abnormal,Yes,2002-10-12,Others,All Pub,Paved,RH,506581,153152,11780960,2010,2002,11.78
6743,Karapakkam,614,2011-11-02,66,1,1,2,Normal Sale,No,1989-02-16,House,ELO,Paved,RH,175590,48775,4877500,2011,1989,4.88
6744,Karapakkam,1654,2010-01-17,188,2,2,4,Normal Sale,No,1982-01-24,House,No Sewage,No Access,RL,309099,75390,7539000,2010,1982,7.54
6745,Adyar,1231,2010-05-27,139,2,2,4,Family,Yes,1974-05-06,Others,ELO,No Access,RM,379447,97572,10841340,2010,1974,10.84
6746,Chrompet,802,2009-06-20,182,1,1,3,Abnormal,Yes,1999-06-23,Commercial,ELO,No Access,RL,311944,150594,10756700,2009,1999,10.76
6747,T Nagar,1984,2007-12-09,5,2,1,5,Adj Land,No,1965-09-22,House,No Sewage,No Access,RM,341770,197175,13144990,2007,1965,13.14
6748,Chrompet,868,2011-11-22,156,1,1,3,Normal Sale,Yes,1995-11-26,Others,No Sewage,Paved,RL,276485,147459,9216160,2011,1995,9.22
6749,KK Nagar,1445,2010-01-18,113,2,1,4,Family,No,1992-01-23,Others,All Pub,Gravel,RL,426591,155124,9695260,2010,1992,9.7
6750,Chrompet,888,2007-12-08,125,1,1,3,Adj Land,No,1987-08-17,House,All Pub,Gravel,RL,243281,139018,8688600,2007,1987,8.69
6751,Chrompet,1052,2008-01-26,45,1,1,3,Normal Sale,Yes,1973-03-02,Others,ELO,No Access,RL,283632,44317,8863490,2008,1973,8.86
6752,Chrompet,703,2011-03-07,145,1,1,2,Normal Sale,Yes,1972-12-07,Commercial,No Sewage,Gravel,RM,339632,101889,11321050,2011,1972,11.32
6753,Karapakkam,1034,2010-05-23,13,1,1,3,partial,Yes,1976-05-31,Others,All Pub,Gravel,RM,289000,207719,9031250,2010,1976,9.03
6754,T Nagar,1561,2014-06-20,8,1,1,4,partial,Yes,1969-01-07,House,No Sewage,Paved,RM,377902,170666,12190400,2014,1969,12.19
6755,Anna Nagar,1554,2011-09-24,196,1,1,4,Normal Sale,No,1987-09-30,Commercial,No Sewage,Gravel,RL,525545,108733,18122230,2011,1987,18.12
6756,Adyar,1089,2011-06-25,18,1,1,3,Adj Land,Yes,1984-01-07,House,No Sewage,No Access,C,293495,45153,7525505,2011,1984,7.53
6757,Chrompet,885,2013-10-07,106,1,1,3,Abnormal,Yes,1977-07-19,House,ELO,Paved,RL,222183,32916,8229000,2013,1977,8.23
6758,KK Nagar,1689,2011-11-04,3,2,1,4,Normal Sale,No,1996-04-14,Others,No Sewage,Gravel,RH,405772,207834,9896880,2011,1996,9.9
6759,Karapakkam,782,2009-08-22,124,1,1,2,Adj Land,Yes,1979-08-30,House,All Pub,Gravel,C,227639,107829,5990500,2009,1979,5.99
6760,Anna Nagar,1837,2012-12-14,66,2,1,5,Adj Land,Yes,1969-12-25,Commercial,All Pub,Gravel,RM,673952,314511,22465060,2012,1969,22.47
6761,Chrompet,1121,2010-03-20,127,1,1,3,Abnormal,No,1990-03-25,House,ELO,No Access,RM,281054,42584,8516800,2010,1990,8.52
6762,KK Nagar,1974,2008-05-05,199,3,2,5,partial,Yes,1999-08-05,Commercial,No Sewage,Paved,RH,751181,367599,15982580,2008,1999,15.98
6763,Chrompet,704,2012-12-19,169,1,1,2,Abnormal,No,1994-12-24,Others,No Sewage,Paved,RL,229663,122009,7176980,2012,1994,7.18
6764,Karapakkam,1412,2011-10-14,84,2,2,4,partial,No,1970-10-24,Others,No Sewage,Gravel,RM,368939,114195,8784250,2011,1970,8.78
6765,Chrompet,1237,2015-01-31,17,2,1,4,partial,No,1982-08-02,Others,ELO,Gravel,RL,317871,28897,9632440,2015,1982,9.63
6766,KK Nagar,1549,2010-04-17,121,2,1,4,partial,No,1984-04-23,Commercial,All Pub,Gravel,RL,659536,107679,13459920,2010,1984,13.46
6767,Chrompet,968,2013-01-18,52,1,1,3,Abnormal,No,1987-01-25,House,All Pub,No Access,RL,211229,52807,7543900,2013,1987,7.54
6768,Velachery,1500,2009-09-07,191,2,1,4,Adj Land,Yes,1978-07-17,House,No Sewage,Gravel,I,311823,91713,9171270,2009,1978,9.17
6769,KK Nagar,1784,2008-05-09,162,3,2,5,partial,Yes,2001-07-09,Commercial,All Pub,Paved,RL,549099,125508,15688540,2008,2001,15.69
6770,Anna Nagar,1952,2010-09-16,163,2,1,5,Adj Land,Yes,1998-09-19,Commercial,All Pub,No Access,RH,629036,238600,21690890,2010,1998,21.69
6771,Adyar,1135,2011-07-18,174,1,1,3,Adj Land,Yes,1986-07-24,Others,No Sewage,No Access,A,311567,85681,7789175,2011,1986,7.79
6772,T Nagar,1973,2012-11-14,80,2,1,5,Normal Sale,Yes,1984-11-21,House,All Pub,No Access,RL,517338,68071,13614160,2012,1984,13.61
6773,Chrompet,982,2009-03-12,193,1,1,3,Abnormal,No,1986-09-12,House,ELO,Gravel,RH,247259,131356,7726850,2009,1986,7.73
6774,KK Nagar,2178,2009-08-13,188,3,2,5,Normal Sale,No,1999-08-16,Commercial,No Sewage,Gravel,RH,756135,386469,16803000,2009,1999,16.8
